nohup: 忽略输入
开通半年包短信回执 0
wlan流量套餐为啥我取消不了是什么，给我介绍一下 1
128元5g畅享套餐合约版啥时候上线 0
办个加速包刷视频，小额版和阶梯版哪个流量多一些 2
和家庭添加 0
我想把20元20G流量取消 0
什么时候可以办理随心看，如何开通 1
我要办理30元慧想流量 0
亲情号码取消 0
请问，怎样取消被绑定的亲情号码 0
请问承诺低消补差价是什么意思 0
我要办理密云卡怎么办何时能用到 1
流量福袋怎么可以取消 0
无线流量套餐什么时候发售是否能取消，有什么要求吗 1
我要办理叠加包 0
办理和家庭分享 0
亲情号服务费取消 0
全网普惠流量体验包 0
10元神州行畅听卡我为啥办理不了呀 0
为啥呀，为啥不能办理翻牌子，您好：怎么开通 1
云邮包活动下个月生效么 0
我要家庭和计划 0
你告诉我海包怎么开通 0
无法退订15元畅享包快手定向流量包 0
无法退订15元咪咕直播流量包任我看腾讯视频流量包 0
你好，我能办理半年包短信回执吗 0
亲情电话号码怎么办理？ 0
我要办理300元2020版开学季活动怎么办 0
什么时候可以办理首充50元送话费 0
2元月包和彩印太鸡肋了，帮我干掉吧 0
增加人员通话圈 0
有亲情号吗 0
我要退掉这个plus会员，请问怎么退。 0
和彩云8T 0
我要办个便宜的天气提醒，月包和年包哪个可以少花点钱 2
请取消我的20元20G套餐。 0
60元年包神州行5元卡能取消吗 0
为啥呀，为啥不能办理放心畅享包里还有其他服务吗 1
你好，我之前的家园套餐v2.0到期了，想继续办理个为啥呀，为啥不能办理 1
怎么取消5元视频彩铃 0
车主服务如何绑定车牌 0
咪咕直播流量包任我看视频流量包开通应该如何操作 0
pius会员是什么 0
10元家庭成员怎么加啥时候上线 0
你好，我之前的20元移动wlan套餐到期了，想继续办理个 0
和家庭能包括几个人 0
怎么注销家庭号 0
您好：怎么开通70爱奇艺 0
我想办理天气预报年包，麻烦帮我开通一下 0
这个10元芒果视频加油5g有多少流量 0
如何申请代付手机费？ 0
30元提速包何时能用到 0
您好！请帮我退订Plus会员 0
什么时候可以办理快手流量包，怎么购买 1
60元年包神州行畅听卡何时能用到 0
你好，办理40元加开流量需要什么条件？ 0
你好，办理9元芒果tv视频会员5gb通用流量7天包需要什么条件？ 0
新30元40GB超值大流量怎么办理 0
精灵卡首充优惠活动下个月生效么 0
我的亲情网想退了 0
我们家有无线网为什么还要扣我的流量 0
办理房山卡的半年包和年包，含有的其它服务有区别吗 2
全国亲情网功能费优惠活动如何取消？ 0
我的号亲情网是免费办理的吗 0
受邀用户免费办理plus会员 0
多少钱能开通100叠加包 0
你告诉我为什么不能办理畅听卡年包 0
什么时候可以办理惠享流量，是什么，给我介绍一下 1
和家庭怎么取消 0
在平台上购买机顶盒 0
你好，我要取消短信发送提醒，请问月包和半年包的取消方式有区别吗 2
18元网易哔哩哔哩流量包带多少G的流量 0
20元20G业务怎么取消 0
10元万能副卡我为啥办理不了呀 0
我想问问20元20个G在吗购买呀 0
我想办理加油包，麻烦帮我开通一下，哪些情况下办理不了 1
你好，我有一个亲情网是什么？ 0
怎么参加福利二选一 0
49元2020版校园38开通应该如何操作 0
我办理了移动plus会员 0
不再续订全国亲情网服务，怎么在网上办理？ 0
怎么用车友助理 0
无法退订普通版plus 0
办理任我看快手，咪咕流量包和咪咕直播流量包的价格一样吗 2
亲情功能如何取消 0
流量福袋怎么扣话费啊 0
怎么办理1元月包天气预报 0
你告诉我15元流量加速怎么开通 0
19元电影vip互联网电视开通应该如何操作 0
你好如何取消plusVIP 0
上网版视频王卡如何取消 0
我想办个3元月包短信发送报告 0
我想取消20元20g的这项业务 0
我想办理个移动plus玩玩何时能用到 1
我要办理成员亲情省怎么办 0
互联网电视爱家 0
畅享套餐合约版是什么，给我介绍一下，得花多少钱去开通 1
什么时候可以取消优酷会员视频会员通用流量月包 0
副号怎么使用 0
你好，我之前的和留言年包到期了，想继续办理个 0
家庭成员副卡添加 0
怎么取消亲情套餐 0
现在还能办理20元20GB惠享流量券吗 0
我可以办理叠加包吗 0
开通60元年包门头沟卡 0
我要退订plus会员业务 0
您好，现在没有签到翻牌子啦？ 0
怎么退北京移动plus会员 0
你好，我想咨询一下加速流量包是否能取消掉，不想用了，应该如何办理呀 1
为什么我不能开通7天的流量包 0
如何退全国亲情号码 0
我要办理200元2018版校园卡活动怎么办 0
刚才办了一个全国亲情网群组 0
移动puls权益领取 0
学生卡可以玩游戏吗 0
多少钱能开通加开流量 0
15元加油包什么时候发售 0
取消全民普惠 0
开通19元宝藏版移动花卡 0
不限量怎么购买因为什么无法退订 1
我为什么不能办理1元小额版流量加速包 0
介绍一下15元畅享包快手流量包 0
怎么开通百度包头条系定向流量 0
30元新惠享流量券活动啥时候上线 0
如何取消充值短信优惠 0
芒果tv视频会员5gb通用流量7天包是什么，给我介绍一下 0
20元惠享流量是什么，给我介绍一下 0
我想办理个房山卡玩玩，如何取消 1
如何开通类似腾讯大王卡，何时能用到 1
月包个性化屏显业务是什么，给我介绍一下 0
680元5g家庭套餐何时能用到 0
送我的plus视频会员是啥 0
plus会员显示订购成功。但选不了特权 0
没理解定了plus会员可以退订吗？ 0
我想办理个任我看玩玩 0
5g家庭套餐太鸡肋了，帮我干掉吧，您好：怎么开通 1
全国亲情网（统付版） 0
年包畅聊套餐如何取消 0
来电提醒关闭 0
40元移动wlan套餐我为啥办理不了呀 0
你好，办理固话需要什么条件？怎么办理 1
倍享包啥时候上线 0
和家庭共享流量包我为啥办理不了呀 0
1元黄金会员活动为什么退订不了，怎么开通 1
为什么我不能开通大陆及港澳台版限速恢复 0
我要办理优酷视频会员2gb通用流量7天包 0
你好，我想办理30元40G优惠流量 0
我已开通全网优惠享特权 0
送我惠享流量券 0
这个15元咪咕直播流量包任我看有多少流量 0
我要办理年包欢乐套餐 0
6元咪咕流量包任我看视频流量包有多少流量 0
取消亲情卡怎么办理 0
比好，我办理的车主小秘书24元年套餐可以刷视频吗 0
教教我怎么使用5元给对方听的铃音 0
办理视频会员2GB通用流量7天包，芒果tv和PPtv的价格一样吗 2
20元20G流量，要办理 0
如何办理家人互打电话免费 0
怎么开通半年包通州卡 0
你好，办理专属流量需要什么条件？ 0
你好，把花一惠一给删除。 0
请问承诺低消补差是什么意思 0
为什么我不能开通咪咕专属定向流量包 0
关闭plus会员服务 0
办理流量共享的取消业务 0
你好我办理的18元乐享版移动王卡有其他什么服务吗 0
20元欢享卷怎么开通 0
您好，20元20G流量的业务还可以办理吗 0
全网优惠想特权在哪里 0
更换种树的游戏，流量是否自动转移 0
我的亲情号怎么添加 0
5元加开流量什么时候发售 0
签到奖励 每月只有3次吗 0
小额版和阶梯版的流量加速包开通方式一样不 2
我为什么不能办理70元优酷会员爱奇艺流量包 0
提速日租包有多少流量开通一下 1
刚开通了权益的PLUS 0
办理腾讯和芒果的视频会员5GB通用流量加油包的话，花费一样多吗 2
什么是2020版和4g校园套餐 0
无线流量套餐能取消吗开通应该如何操作 1
开通长途流量100m 0
取消家庭亲情网络 0
我可以办理减免套餐费活动吗，我要办理 1
取消20元欢享 0
参加了全网优惠享特权活动，没有领到plus权益 0
2018版校园300打两年是什么，给我介绍一下 0
十群组编码是什么意思？我想取消全国亲情网收费怎么操作？ 0
你好，我想咨询一下680元5g家庭套餐是否能取消掉，不想用了 0
怎么取消大陆及港澳台版提速包 0
plus会员办理优惠 0
为啥呀，为啥不能办理翻牌子，开通应该如何操作 1
你好，我想取消乐享版王卡套餐，怎么办理 0
动感地带亲情号 0
帮我取消全国亲情网的套餐 0
如果取消魔百和的话，电影vip和热剧vip的方式一样吗 2
cmcc太鸡肋了，帮我干掉吧 0
我办理快手流量，流量包和畅享包含的流量一样吗 2
办理任我看芒果tv，咪咕流量包和咪咕直播流量包的流量哪个多 2
我之前办理了20元欢享券，到期后还能办理吗 0
我想办理个性化屏显业务，月包和年包的开通方式一样吗 2
办理国际长途套餐 0
取消和彩云4T权益包 0
我取销和彩云2T我取销和彩云2T 0
我要办理流量树，有什么要求 1
半年30元何时能用到 0
怎么开通畅听年卡，是什么，给我介绍一下 1
退订全网优惠特权 0
可以继续用plus会员吗？ 0
30元叠加包太鸡肋了，帮我干掉吧 0
优酷视频会员5gb通用流量7天包带多少G的流量 0
为什么我不能开通200元5g家庭套餐 0
移动王卡惠享合约是什么意思 0
12月方案5g套餐升档折扣活动怎么购买 0
这个学生卡流量够用的吗，我想办个 1
我要开通车主服务，有违章，限行等交通方面的提示 0
我要增加亲情号码 0
我想办个五元3g 0
长期版提速日租包是否能取消，有什么要求吗 0
给对方听的铃音什么时候发售，怎么用 1
我要退全网优惠享特权 0
取消每月5元的彩铃，不知道什么时候给我绑定的 0
开通抖音流量需要多少钱 0
什么是2018版大学生专属流量套餐 0
移动app里面能设置手机彩铃么 0
流量拼购啥时候生效 0
麻烦看看什么PIUS 0
取消车主服务费 0
开通18元上网版移动大网卡 0
12元半年包短信发送报告如何取消 0
20元20g套餐有吗 0
退订PIUS会员 0
办理全国亲情网 0
你好，办理15元咪咕直播流量包任我看视频流量包需要什么条件？ 0
不是充话费，是购买小魔卡会员，它显示是送话费50 0
移动plus会员，当月办理当月就可以领取权益吗 0
20元20个斤的权益卡是指全国通用流量？时效期？ 0
哪些情况下办理不了快手app流量包太鸡肋了，帮我干掉吧 1
你告诉我家庭版5g畅享套餐怎么开通 0
哪些情况下办理不了wlan任我用，为啥退订失败 1
你好，我的5g智享套餐合约版可以退吗？，啥时候上线 1
介绍一下做任务 0
你好，我之前的半年包家园卡欢乐套餐到期了，想继续办理个 0
你好，我想取消百度包专属定向流量包，怎么办理 0
15元恢复限速的使用方法 0
帮我介绍一下乐享版大王卡的开通条件 0
18元咪咕专属定向流量包有什么要求 0
我想把全网优惠特享取消掉 0
个性化屏显业务我为啥办理不了呀，多少钱能开通 1
你告诉我60元年包欢乐优惠券怎么开通 0
我怎开通PIUS 0
什么是和彩云 0
我想办理加速包，麻烦帮我开通一下 0
5g家庭套餐我为啥办理不了呀 0
怎么取消2020版开学季活动 0
wlan任我用是什么，给我介绍一下，是不是谁都可以办理 1
关掉亲情网 0
创建通话圈 0
你好，我想取消10元wlan，怎么办理 0
我想开通一个月30块钱40G的业务 0
如何办理30元40G 0
6元咪咕流量包任我看视频流量包有什么要求 0
关闭通话圈业务 0
喜马拉雅结转的要求或规则是啥样的 0
您好 亲情网可以下月开通么 0
加开流量应该如何办理呀，为啥我取消不了 1
来来，19元热剧vip魔百盒教教我咋用 0
怎么关掉和彩云 0
plus会员权益怎么没有视频会员了？ 0
什么时候可以办理15元畅享包快手定向流量包 0
你好，我想取消10元腾讯视频5g加油流量包，怎么办理 0
开通乐视会员视频会员通用流量月包 0
什么时候可以办理月包和彩印 0
还能办理30元40GB的套餐吗…… 0
基础版移动王卡我为啥办理不了呀 0
云邮包活动何时能用到，您好：怎么开通 1
我想办个2019飞享套餐，里还有其他服务吗 1
您好：怎么开通18元嗨包 0
我想办理15元畅享包快手流量包，麻烦帮我开通一下 0
如何开通plus权益 0
全国亲情网业务介绍 0
我可以办理100元家庭共享流量套餐吗 0
你好 我想退下139邮箱 0
取消和彩云优惠亨标示策划 0
来电铃声太鸡肋了，帮我干掉吧，怎么用 1
65乐视如何取消 0
5元流量加油包太鸡肋了，帮我干掉吧 0
我为什么不能办理200元5g家庭套餐 0
和家庭开通首月 0
我要办理宝藏版花卡 0
教教我怎么使用1元移动wlan套餐 0
我想办理20元139邮箱，麻烦帮我开通一下 0
关机后的语音提示怎么设置 0
你告诉我流量10g怎么开通，是不是谁都可以办理 1
全国亲情网能取消吗 0
我可以办理乐享版移动王卡吗 0
10元套餐的套餐本月没用完，下月可以继续用吗 0
取消20元20GB惠享 0
我想办理，20元20GB咋为啊 0
开通短信发送报告需要多少钱，我啥时可以办理 1
取消6元彩铃 0
办理一元一个g，上网版和Plus版的价格一样吗 2
如何开通邮箱服务？ 0
您好：怎么开通魔百盒热剧vip连续包月 0
我想办个，啥时候上线 1
5元流量加油包我啥时可以办理 0
代扣话费何时能用到，您好：怎么开通 1
月包和半年包的短信发送提醒哪一个更优惠些呢 2
我现在不需要5g智享套餐家庭版，怎么取消掉，能取消吗 1
我想办理盖楼，麻烦帮我开通一下 0
你告诉我车主小秘书24元年套餐怎么开通，何时能用到 1
如何退全国亲情网 0
我想办个18元网易专属定向流量包 0
5g家庭套餐什么时候发售 0
你好，我之前的100元20g到期了，想继续办理个，何时能用到 1
教教我怎么使用限速恢复带多少的流量 1
惠享流量卷是每个月有20G流量吗 0
家庭亲情网10费用取消 0
全网优惠享特权流量 0
取消流量共享功能费 0
办理电视机顶盒 0
花一惠啥时候上线开通应该如何操作 1
18元上网版移动王卡有什么要求 0
是不是谁都可以办理10元万能副卡 0
什么是5g畅享套餐什么时候可以办理 1
在哪抽流量福袋 0
你告诉我优酷7天5g流量包怎么开通 0
多少钱能开通wlan流量套餐 0
那个plas流量是多少 0
惠享流量包可以变为主套餐吗 0
我要把两个亲情号码退掉 0
为什么我不能开通爱奇艺优酷7天5g流量包 0
我要办理精灵卡首充优惠活动怎么办 0
120元半年包畅听卡年包怎么购买 0
1元贴心流量券是什么，给我介绍一下 0
怎么开通海包 0
我想办理80元5g家庭套餐，麻烦帮我开通一下 0
来电提醒提示 0
你好，办理5g智享套餐合约版需要什么条件？ 0
2020版校园套餐有多少流量 0
5g智享套餐合约版是什么，给我介绍一下，是不是谁都可以办理 1
全球通版plus能取消吗 0
王者荣耀开通应该如何操作 0
你告诉我49元2020版68新人礼包怎么开通 0
高频骚扰来电提醒能关闭吗？ 0
如何退订20元20个G 0
我现在不需要3元月包短信回执，怎么取消掉 0
无限量里还有其他服务吗你告诉我为什么不能办理 1
你告诉我为什么不能办理plus 0
畅享套餐合约版什么时候发售 0
你告诉我为什么不能办理5g智享套餐个人版，介绍一下 1
为啥呀，为啥不能办理百度哔哩哔哩 0
北京移动Plus会员全球通版，视频会员产品有哪些 0
什么是大兴卡为什么我不能开通 1
我要办理30元40G的 0
合约版和合约版的5G智享套餐合约版，流量相同不 2
退订20元20g欢享优惠券 0
我要办理10元请亲号怎么办 0
开通60元年包神州行5元卡 0
哪些情况下办理不了1元小额版限速恢复 0
牛卡可以玩游戏吗 0
380元5g家庭套餐的网速咋样 0
我想办理20元20g的流量业务 0
取消亲情服务怎么解决？ 0
取消通话圈功能 0
我想办理家园卡，半年包和年包的开通方式一样吗 2
我新买的手机卡首充50有优惠套餐 0
65元乐视会员70爱奇艺有什么要求 0
30元40g是每个月嘛 0
想取消139邮箱 0
你好请问怎么退订全国亲情网的业务？ 0
怎么开通模组 0
什么时候可以办理3元流量日报3039it [00:00, 7444.64it/s] 0
亲情网什么意思 0
芒果tv优酷7天会员流量带多少G的流量 0
开通5g智享套餐家庭版需要多少钱 0
198元5g畅享套餐合约版何时能用到 0
我要办理北京移动会员，我为啥办理不了呀 1
什么时候可以办理5元流量小时包 0
移动王福利二选一，为什么领不到流量 0
我要办理22元年包个性化屏显业务 0
怎样取消30元40GB惠享流量券 0
你好，办理年包家园套餐v2.0需要什么条件？ 0
月包天气预报太鸡肋了，帮我干掉吧 0
邮箱没收到电子发票 0
24元腾讯视频任我看视频流量包如何取消 0
哪些情况下办理不了300元2019版校园卡活动 0
80元畅享流量包流量使用有上限吗 0
你告诉我为什么不能办理18元乐享版移动王卡 0
免费领来电提醒 0
请问我这个手机号能办理20元20g的流量 套餐吗 0
无法退订70元爱奇艺会员手机视频流量包 0
什么时候可以办理小额版提速包 0
更换淘宝卡，流量是否自动转移 0
开通超级语音信箱 0
北京移动wlan多少钱介绍一下 1
怎么开通12元半年包短信回执 0
你好，我之前的2元月包个性化屏显业务到期了，想继续办理个 0
和彩云网盘有电脑版吗？ 0
200元2019版打两年300太鸡肋了，帮我干掉吧 0
畅听卡年包何时能用到 0
怎么取消5元超市会员产品 0
如何开通移动PLUS专享 0
我想办个半年包欢乐套餐 0
你告诉我为什么不能办理30元半年包五元卡 0
我想退全国亲情网，请问怎么退？ 0
退订20元20G流量业务，怎样自助办理 0
你好，我之前的18元2018版校园专属定向流量包到期了，想继续办理个 0
wlan流量套餐的使用方法，得花多少钱去开通 1
电子发票邮箱 0
你好，我想咨询一下高速流量套餐是否能取消掉，不想用了 0
解除限速太鸡肋了，帮我干掉吧为啥退订失败 1
和彩云4T优惠享取消 0
我可以办理19元宝藏版移动花卡吗 0
新20元20G的优惠流量套餐能办理吗 0
你好，怎么取消家庭亲情网服务？ 0
我想办理关机没网络提醒，麻烦帮我开通一下 0
半年包密云卡怎么购买 0
翻牌子适用范围有要求没 0
我要办理优酷会员视频会员通用流量月包 0
为啥呀，为啥不能办理100元和家庭琉璃套餐 0
办理20元20g套餐 0
次月畅享套餐促销优惠可以生效吗 0
10元流量暖心包开通应该如何操作 0
车主服务的使用方法，开通应该如何操作 1
2019版校园卡活动什么时候发售 0
我想办个加开流量 0
畅听年卡可以玩游戏吗 0
10元芒果视频5g加油流量包我啥时可以办理 0
我办理的芒果tv会员5gb通用流量加油包有多少流量，开通一下 1
我如何退订全国亲情网 0
什么时候可以取消腾讯视频流量 0
开通年包天气预报需要多少钱 0
一天了，签不了到！ 0
30元40个G的套餐在哪办理 0
怎么办理和家庭优惠活动是不是谁都可以办理 1
我现在不需要10元芒果视频加油5g，怎么取消掉 0
怎么办理叠加包太鸡肋了，帮我干掉吧 1
取消-全网尊享会员 0
我想办理大兴卡，半年包和年包哪个更便宜一些 2
你告诉我新全球通畅享套餐怎么开通 0
23元北京通手机卡开通 0
为啥呀，为啥不能办理王卡 0
你好，我想取消五百打两年，怎么办理我啥时可以办理 1
10元芒果视频5g加油流量包怎么购买 0
请问如何添加亲情网号码 0
亲情网可取消吗 0
20元流量券业务我想取消 0
短促包啥时候上线 0
哪些情况下办理不了2020版和4g校园套餐 0
您好：怎么开通百度包西瓜视频流量包 0
您好如何取消通话圈 0
15元加油包开通 0
5g智享套餐合约版能取消吗什么时候可以办理 1
取消20元版139邮箱 0
我想取消通话圈功能 0
你好，我之前的长途套餐到期了，想继续办理个，什么时候可以办理 1
我想办理个腾讯7天5g流量包玩玩，为啥呀，为啥不能办理 1
5g家庭套餐的网速咋样 0
什么是流量升级包 0
我要办理18元基础版流量王怎么办 0
我想开通畅享套餐合约版需要花多少钱，太鸡肋了，帮我干掉吧 1
开通5元流量小时包 0
你告诉我30元半年包家园套餐v2.0怎么开通 0
请把我的亲情号群组取消了 0
10元年包天气预报如何取消 0
你好，我之前的29元5g流量升级包到期了，想继续办理个 0
5元60包一年什么时候发售 0
我想办个移动乐享惠活动，什么是 1
和家庭优惠活动下个月生效么 0
取消全网消费享特权 0
你好，我想续订全国亲情网业务 0
任意用是什么，给我介绍一下，哪些情况下办理不了 1
怎么才能把30块钱40g这个取消 0
怎么用2元车主服务 0
机顶盒怎么买 0
帮我介绍一下任我用套餐的开通条件 0
咪咕直播流量包腾讯视频流量啥时候上线 0
20元20G流量怎么弄 0
您好，我可以办理20元20G流量嘛 0
我要办理5元60包一年 0
新春营销活动是什么，给我介绍一下 0
你好，办理王者荣耀需要什么条件？，是否能取消，有什么要求吗 1
任我看芒果tv什么时候发售，如何开通 1
238元5g畅享套餐合约版应该如何办理呀 0
20元欢享券办理 0
您好：怎么开通超市会员产品 0
我要办理5g套餐升档折扣活动怎么办，何时能用到 1
取消新20元20GB畅享流量券 0
你告诉我为什么不能办理流量保险 0
我想开通魔百和需要花多少钱 0
儿童锁何时能用到 0
办好了100元移动电视盒子怎么使用 0
我可以取消全国亲情网 0
我要办理大陆及港澳台版提速包怎么办 0
门头沟卡多少钱 0
为什么我不能开通15元大陆及港澳台版提速包 0
为什么我不能办理20元20G 0
怎么取消爱奇艺会员65乐视 0
芒果tv优酷7天5g流量包我为啥办理不了呀 0
把和彩云给我取消了 0
你告诉我为什么不能办理乐享版王卡套餐 0
咪咕流量包和咪咕直播流量包的任我看芒果tv，流量多的是哪个，我想要流量多点的 2
6元咪咕流量包任我看西瓜视频为什么退订不了 0
任我用wlan的使用方法 0
我想办个月包个性化屏显业务 0
我想咨询下，我办理了你们的plus会员 0
128商旅套餐啥时候生效 0
什么是采玲 0
18元普通版plus什么时候发售 0
我想开通腾讯视频任我看需要花多少钱 0
我要办理腾讯视频加油5g 0
我就只想取消新20元流量特惠券 0
车主违章提醒服务怎么添加车牌号？ 0
小额版和阶梯版的恢复限速，便宜的是哪个 2
什么是10元万能副卡 0
刚有个275消费送流量 0
哪些情况下办理不了5元移动wlan套餐 0
天气服务太鸡肋了，帮我干掉吧，怎么办理 1
怎么办理畅享套餐合约版 0
取消家园亲情网业务 0
办好了19元热剧vip忘了电视怎么使用 0
您好：怎么开通上网版移动王卡 0
家庭亲情卡 0
刚刚办理的20元20gb 0
为什么我不能开通30元半年包家园卡欢乐套餐 0
亲情网成员之间有没有小号 0
视频定向流量有什么要求 0
介绍一下北京移动wlan 0
你好，办理5g家庭套餐需要什么条件？ 0
怎么办理任意用，多少钱 1
您好：怎么开通入网首充赠礼营销活动 0
1元贴心流量券能取消吗 0
15元畅享包快手定向流量包为什么退订不了 0
为啥呀，为啥不能办理福利二选一 0
热剧vip互联网电视如何用 0
你好，我之前的半年包长途流量100m到期了，想继续办理个 0
取消全国亲情网的群组编号是什么 0
你告诉我59元套餐怎么开通 0
开通plus需要多少钱，开通一下 1
20元20GB手机咋办理 0
麻烦帮我取消那个10元亲情业务 0
您好：怎么开通换新活动 0
怎么开通380元5g家庭套餐 0
我想办个成员全国亲情网 0
帮我添加家庭成员副卡 0
请帮我取消全国亲情网业务 0
为啥呀，为啥不能办理70元爱奇艺会员视频会员通用流量月包 0
我为什么不能办理宝藏版移动花卡 0
如何办理和家庭主卡 0
增加一个亲情号。 0
什么时候可以办理60元年包长途套餐 0
介绍一下15元互联网电视 0
你好，我能办理两百打一年吗 0
亲情网怎么添加新成员 0
18元咪咕专属定向流量包开通应该如何操作 0
我想办理个300元2020版校园卡活动玩玩 0
20元20G套餐可以办理吗 0
为啥呀，为啥不能办理芒果视频会员5gb通用流量加油包 0
你好，我要取消5G套餐升档折扣活动，请问12月方案和24月方案的取消方式有区别吗 2
取消亲情卡消费了 0
我要办理和家庭免费赠送号卡活动怎么办 0
5元流量加油包有什么要求 0
办理的30元欢享券套餐，多出的是什么套餐业务 0
怎么办理40元移动wlan套餐 0
取消20元包20G 流量 0
什么时候可以取消尊享计划2020版，什么时候可以办理 1
您好，我想取消20GB惠享流量套餐 0
我要把和家庭退掉 0
120元半年包长途套餐开通 0
你好我办理的500元2020版校园卡活动有其他什么服务吗 0
固话可以玩游戏吗 0
我要办理1元移动wlan套餐怎么办 0
为啥呀，为啥不能办理200元2019版校园300打一年 0
什么时候可以办理畅享包快手流量包 0
全网优惠活动 0
大陆及港澳台版提速包怎么购买 0
惠享流量卷怎么取消 0
赠送国际长途分钟数活动下个月生效么 0
和爱车业务啥时候生效 0
100元和家庭流量包我啥时可以办理 0
取消家庭亲情全国网 0
怎么开通年包家园卡欢乐套餐 0
换新路由器 0
我想办个二选一活动 0
和留言折扣取消方式 0
200元2018版校园卡活动我啥时可以办理 0
开通魔百和需要多少钱 0
免费plus办理过程 0
您好，怎样取消20元20GB惠享流量订单 0
20新欢享办理 0
24元腾讯视频任我看视频流量包何时能用到 0
你告诉我为什么不能办理视频5g加油流量包 0
每月20元/20G流量套餐，还能办理吗 0
我想办个20元任我用wlan 0
你好，我想取消西瓜视频流量包，怎么办理 0
500元2020版校园卡活动何时能用到 0
我现在不需要充值短信优惠活动，怎么取消掉怎么开通 1
刚打电话说可以办理一个月三十块钱四十G的流量，怎么办理 0
我现在不需要200元2018版开学季活动，怎么取消掉 0
全网普惠得流量怎么办理 0
两百打一年2018版和2019版赠送的其他服务一样吗 2
精灵卡是什么，给我介绍一下，怎么开通 1
我想办理个15元安心上网流量包玩玩 0
你告诉我为什么不能办理15元忘了电视 0
帮我取消20元20个G流量套餐 0
你好，我的70元优酷会员视频会员通用流量月包可以退吗？ 0
爱奇艺会员视频会员通用流量月包多少钱 0
我现在不需要15元大陆及港澳台版高速包，怎么取消掉 0
你好，我想取消49元2020版和4g校园套餐，怎么办理 0
这个无限流量流量够用的吗，哪些情况下办理不了 1
多少钱能开通专门上网的卡，什么是 1
我有一个3元机场流量包能取消吗 0
我可以办理视频5g加油流量包吗，您好：怎么开通 1
我要办理200元2019版校园300打一年怎么办 0
教教我怎么使用12元半年包短信回执 0
彩铃diy开通 0
年包神州行5元卡有[内含其他服务]吗 0
怎么开通网易流量包，我为什么不能办理 1
和留言是什么意思 0
怎么取消15元畅享包快手定向流量包 0
我想办理个嗨购月包玩玩使用方法 1
怎么取消和家庭业务 0
10元芒果视频5g加油流量包是什么，给我介绍一下 0
电子邮箱怎么填 0
我想办理畅享套餐合约版，麻烦帮我开通一下 0
全网普惠得流量花不够档位会扣钱吗 0
畅享套餐合约版是什么，给我介绍一下您好：怎么开通 1
手机视频流量包开通应该如何操作 0
我想办理30块钱40G的那个券 0
怎么取消10元移动wlan套餐 0
五元3g啥时候上线什么是 1
您好：怎么开通惠享流量什么时候发售 1
宝藏版移动花卡里还有其他服务吗 0
办理半年包和年包的家园卡的话，那个稍微便宜点 2
次月五元3g可以生效吗 0
你好，我能办理80元5g家庭套餐吗 0
年包和半年包的长途套餐哪一个更优惠些呢 2
承诺低消补差能给我取消掉吗 0
我想办理20元20G业务，如何办理 0
你好，我想取消20元20GB流量包 0
188元畅享放心用套餐这个业务的网速好不好 0
您好：怎么开通王卡套餐，何时能用到 1
30元40G的套餐还有吗？ 0
怎么取消10元wlan套餐 0
畅享套餐合约版怎么购买怎么取消 1
你好，我想取消天5g流量包，怎么办理 0
我可以办理680元5g家庭套餐吗 0
18元咪咕bilibili带多少G的流量 0
高校流量包带多少的流量太鸡肋了，帮我干掉吧 1
为啥呀，为啥不能办理60元年包家园卡欢乐套餐 0
15元畅享包快手流量开通 0
9元语音包适用范围有要求没 0
您好！我要取消增值套餐全国亲情网 0
关闭P|Us会员 0
我那个享特权办完后，5G流量自动发放吗？ 0
现在是有20元20G每月流量话动吗？ 0
咪咕直播流量包任我看优酷视频我为啥办理不了呀 0
如何抽取流量福袋 0
68元2019版学生卡开通 0
你告诉我为什么不能办理1元小额版加速包 0
30元40G怎么办理呀 0
10元腾讯视频会员5gb通用流量加油包带多少G的流量 0
想取消亲情包 0
教教我怎么使用12元半年包来电提醒 0
70元优酷会员爱奇艺流量包开通应该如何操作 0
我想办理个普通版会员plus玩玩 0
什么时候可以办理5g智享套餐合约版 0
我的业务中有一个亲情卡10元，能帮忙取消么 0
和家庭减员 0
退订30元40g套餐 0
开通年包长途套餐需要多少钱 0
我办理的优酷有多少流量我想办个 1
我想办个3元1g，如何取消 1
你好，我之前的小额版解除限速到期了，想继续办理个 0
1元月包天气预报年包开通应该如何操作 0
PLUS折扣 0
请开通流量共享 0
plus会员可以重复办理吗 0
怎么退出全国亲情网 0
你好，我的wlan可以退吗？，你告诉我为什么不能办理 1
我想办个9元芒果tv视频会员5gb通用流量7天包 0
120元半年包畅聊套餐开通应该如何操作 0
花一惠啥时候上线怎么办理 1
什么是2020版五百打两年 0
移动plus会员能干啥 0
怎么办理PlUS 0
畅听卡年包开通应该如何操作 0
来来，10元任我用wlan教教我咋用 0
我要退订和家庭 0
无法退订5g家庭套餐 0
我为什么不能办理30元加速包 0
怎么取消家庭计划 0
开通加油包需要多少钱，啥时候上线 1
多少钱能开通北京移动plus会员权益卡，有多少流量 1
尊享计划2020版流量使用有上限吗 0
通话圈套餐退订 0
怎么办理380元5g家庭套餐 0
为啥呀，为啥不能办理快手流量太鸡肋了，帮我干掉吧 1
这个首都机场流量包流量够用的吗我要办理 1
我已经办理免费plus会员，如何选择具体使用方案？ 0
开通流量升级包需要多少钱介绍一下 1
